dataset,config,label_level,tagging_scheme,split_name,k,seed,entity_type,mention_count,target_k,meets_k,train_sentences,total_entity_mentions,share_of_mentions
fewnerd,supervised,fine,BIO,k10_seed242,10,242,other-livingthing,11,10,True,308,1027,0.010710808179162609
fewnerd,supervised,fine,BIO,k10_seed242,10,242,other-medical,11,10,True,308,1027,0.010710808179162609
fewnerd,supervised,fine,BIO,k10_seed242,10,242,person-actor,25,10,True,308,1027,0.024342745861733205
fewnerd,supervised,fine,BIO,k10_seed242,10,242,person-artist/author,27,10,True,308,1027,0.02629016553067186
fewnerd,supervised,fine,BIO,k10_seed242,10,242,person-athlete,12,10,True,308,1027,0.011684518013631937
fewnerd,supervised,fine,BIO,k10_seed242,10,242,person-director,13,10,True,308,1027,0.012658227848101266
fewnerd,supervised,fine,BIO,k10_seed242,10,242,person-other,55,10,True,308,1027,0.053554040895813046
fewnerd,supervised,fine,BIO,k10_seed242,10,242,person-politician,22,10,True,308,1027,0.021421616358325218
fewnerd,supervised,fine,BIO,k10_seed242,10,242,person-scholar,11,10,True,308,1027,0.010710808179162609
fewnerd,supervised,fine,BIO,k10_seed242,10,242,person-soldier,12,10,True,308,1027,0.011684518013631937
fewnerd,supervised,fine,BIO,k10_seed242,10,242,product-airplane,10,10,True,308,1027,0.009737098344693282
fewnerd,supervised,fine,BIO,k10_seed242,10,242,product-car,10,10,True,308,1027,0.009737098344693282
fewnerd,supervised,fine,BIO,k10_seed242,10,242,product-food,11,10,True,308,1027,0.010710808179162609
fewnerd,supervised,fine,BIO,k10_seed242,10,242,product-game,12,10,True,308,1027,0.011684518013631937
fewnerd,supervised,fine,BIO,k10_seed242,10,242,product-other,13,10,True,308,1027,0.012658227848101266
fewnerd,supervised,fine,BIO,k10_seed242,10,242,product-ship,11,10,True,308,1027,0.010710808179162609
fewnerd,supervised,fine,BIO,k10_seed242,10,242,product-software,11,10,True,308,1027,0.010710808179162609
fewnerd,supervised,fine,BIO,k10_seed242,10,242,product-train,11,10,True,308,1027,0.010710808179162609
fewnerd,supervised,fine,BIO,k10_seed242,10,242,product-weapon,12,10,True,308,1027,0.011684518013631937
fewnerd,supervised,fine,BIO,k10_seed42,10,42,art-broadcastprogram,12,10,True,314,1118,0.01073345259391771
fewnerd,supervised,fine,BIO,k10_seed42,10,42,art-film,14,10,True,314,1118,0.012522361359570662
fewnerd,supervised,fine,BIO,k10_seed42,10,42,art-music,12,10,True,314,1118,0.01073345259391771
fewnerd,supervised,fine,BIO,k10_seed42,10,42,art-other,12,10,True,314,1118,0.01073345259391771
fewnerd,supervised,fine,BIO,k10_seed42,10,42,art-painting,20,10,True,314,1118,0.017889087656529516
fewnerd,supervised,fine,BIO,k10_seed42,10,42,art-writtenart,10,10,True,314,1118,0.008944543828264758
fewnerd,supervised,fine,BIO,k10_seed42,10,42,building-airport,11,10,True,314,1118,0.009838998211091235
fewnerd,supervised,fine,BIO,k10_seed42,10,42,building-hospital,12,10,True,314,1118,0.01073345259391771
fewnerd,supervised,fine,BIO,k10_seed42,10,42,building-hotel,10,10,True,314,1118,0.008944543828264758
fewnerd,supervised,fine,BIO,k10_seed42,10,42,building-library,11,10,True,314,1118,0.009838998211091235
fewnerd,supervised,fine,BIO,k10_seed42,10,42,building-other,19,10,True,314,1118,0.01699463327370304
fewnerd,supervised,fine,BIO,k10_seed42,10,42,building-restaurant,12,10,True,314,1118,0.01073345259391771
fewnerd,supervised,fine,BIO,k10_seed42,10,42,building-sportsfacility,11,10,True,314,1118,0.009838998211091235
fewnerd,supervised,fine,BIO,k10_seed42,10,42,building-theater,13,10,True,314,1118,0.011627906976744186
fewnerd,supervised,fine,BIO,k10_seed42,10,42,event-attack/battle/war/militaryconflict,11,10,True,314,1118,0.009838998211091235
fewnerd,supervised,fine,BIO,k10_seed42,10,42,event-disaster,12,10,True,314,1118,0.01073345259391771
fewnerd,supervised,fine,BIO,k10_seed42,10,42,event-election,11,10,True,314,1118,0.009838998211091235
fewnerd,supervised,fine,BIO,k10_seed42,10,42,event-other,10,10,True,314,1118,0.008944543828264758
fewnerd,supervised,fine,BIO,k10_seed42,10,42,event-protest,10,10,True,314,1118,0.008944543828264758
fewnerd,supervised,fine,BIO,k10_seed42,10,42,event-sportsevent,11,10,True,314,1118,0.009838998211091235
fewnerd,supervised,fine,BIO,k10_seed42,10,42,location-GPE,172,10,True,314,1118,0.15384615384615385
fewnerd,supervised,fine,BIO,k10_seed42,10,42,location-bodiesofwater,10,10,True,314,1118,0.008944543828264758
fewnerd,supervised,fine,BIO,k10_seed42,10,42,location-island,11,10,True,314,1118,0.009838998211091235
fewnerd,supervised,fine,BIO,k10_seed42,10,42,location-mountain,10,10,True,314,1118,0.008944543828264758
fewnerd,supervised,fine,BIO,k10_seed42,10,42,location-other,19,10,True,314,1118,0.01699463327370304
fewnerd,supervised,fine,BIO,k10_seed42,10,42,location-park,10,10,True,314,1118,0.008944543828264758
fewnerd,supervised,fine,BIO,k10_seed42,10,42,location-road/railway/highway/transit,13,10,True,314,1118,0.011627906976744186
fewnerd,supervised,fine,BIO,k10_seed42,10,42,organization-company,19,10,True,314,1118,0.01699463327370304
fewnerd,supervised,fine,BIO,k10_seed42,10,42,organization-education,23,10,True,314,1118,0.020572450805008944
fewnerd,supervised,fine,BIO,k10_seed42,10,42,organization-government/governmentagency,11,10,True,314,1118,0.009838998211091235
fewnerd,supervised,fine,BIO,k10_seed42,10,42,organization-media/newspaper,12,10,True,314,1118,0.01073345259391771
fewnerd,supervised,fine,BIO,k10_seed42,10,42,organization-other,31,10,True,314,1118,0.027728085867620753
fewnerd,supervised,fine,BIO,k10_seed42,10,42,organization-politicalparty,10,10,True,314,1118,0.008944543828264758
fewnerd,supervised,fine,BIO,k10_seed42,10,42,organization-religion,13,10,True,314,1118,0.011627906976744186
fewnerd,supervised,fine,BIO,k10_seed42,10,42,organization-showorganization,13,10,True,314,1118,0.011627906976744186
fewnerd,supervised,fine,BIO,k10_seed42,10,42,organization-sportsleague,11,10,True,314,1118,0.009838998211091235
fewnerd,supervised,fine,BIO,k10_seed42,10,42,organization-sportsteam,16,10,True,314,1118,0.014311270125223614
fewnerd,supervised,fine,BIO,k10_seed42,10,42,other-astronomything,11,10,True,314,1118,0.009838998211091235
fewnerd,supervised,fine,BIO,k10_seed42,10,42,other-award,13,10,True,314,1118,0.011627906976744186
fewnerd,supervised,fine,BIO,k10_seed42,10,42,other-biologything,10,10,True,314,1118,0.008944543828264758
fewnerd,supervised,fine,BIO,k10_seed42,10,42,other-chemicalthing,10,10,True,314,1118,0.008944543828264758
fewnerd,supervised,fine,BIO,k10_seed42,10,42,other-currency,26,10,True,314,1118,0.023255813953488372
fewnerd,supervised,fine,BIO,k10_seed42,10,42,other-disease,13,10,True,314,1118,0.011627906976744186
fewnerd,supervised,fine,BIO,k10_seed42,10,42,other-educationaldegree,12,10,True,314,1118,0.01073345259391771
fewnerd,supervised,fine,BIO,k10_seed42,10,42,other-god,18,10,True,314,1118,0.016100178890876567
fewnerd,supervised,fine,BIO,k10_seed42,10,42,other-language,14,10,True,314,1118,0.012522361359570662
fewnerd,supervised,fine,BIO,k10_seed42,10,42,other-law,11,10,True,314,1118,0.009838998211091235
fewnerd,supervised,fine,BIO,k10_seed42,10,42,other-livingthing,11,10,True,314,1118,0.009838998211091235
fewnerd,supervised,fine,BIO,k10_seed42,10,42,other-medical,16,10,True,314,1118,0.014311270125223614
fewnerd,supervised,fine,BIO,k10_seed42,10,42,person-actor,10,10,True,314,1118,0.008944543828264758
fewnerd,supervised,fine,BIO,k10_seed42,10,42,person-artist/author,53,10,True,314,1118,0.04740608228980322
fewnerd,supervised,fine,BIO,k10_seed42,10,42,person-athlete,14,10,True,314,1118,0.012522361359570662
fewnerd,supervised,fine,BIO,k10_seed42,10,42,person-director,14,10,True,314,1118,0.012522361359570662
fewnerd,supervised,fine,BIO,k10_seed42,10,42,person-other,57,10,True,314,1118,0.050983899821109124
fewnerd,supervised,fine,BIO,k10_seed42,10,42,person-politician,16,10,True,314,1118,0.014311270125223614
fewnerd,supervised,fine,BIO,k10_seed42,10,42,person-scholar,18,10,True,314,1118,0.016100178890876567
fewnerd,supervised,fine,BIO,k10_seed42,10,42,person-soldier,11,10,True,314,1118,0.009838998211091235
fewnerd,supervised,fine,BIO,k10_seed42,10,42,product-airplane,11,10,True,314,1118,0.009838998211091235
fewnerd,supervised,fine,BIO,k10_seed42,10,42,product-car,11,10,True,314,1118,0.009838998211091235
fewnerd,supervised,fine,BIO,k10_seed42,10,42,product-food,22,10,True,314,1118,0.01967799642218247
fewnerd,supervised,fine,BIO,k10_seed42,10,42,product-game,10,10,True,314,1118,0.008944543828264758
fewnerd,supervised,fine,BIO,k10_seed42,10,42,product-other,11,10,True,314,1118,0.009838998211091235
fewnerd,supervised,fine,BIO,k10_seed42,10,42,product-ship,14,10,True,314,1118,0.012522361359570662
fewnerd,supervised,fine,BIO,k10_seed42,10,42,product-software,10,10,True,314,1118,0.008944543828264758
fewnerd,supervised,fine,BIO,k10_seed42,10,42,product-train,10,10,True,314,1118,0.008944543828264758
fewnerd,supervised,fine,BIO,k10_seed42,10,42,product-weapon,13,10,True,314,1118,0.011627906976744186
fewnerd,supervised,fine,BIO,k20_seed142,20,142,art-broadcastprogram,20,20,True,579,2054,0.009737098344693282
fewnerd,supervised,fine,BIO,k20_seed142,20,142,art-film,20,20,True,579,2054,0.009737098344693282
fewnerd,supervised,fine,BIO,k20_seed142,20,142,art-music,22,20,True,579,2054,0.010710808179162609
fewnerd,supervised,fine,BIO,k20_seed142,20,142,art-other,21,20,True,579,2054,0.010223953261927946
fewnerd,supervised,fine,BIO,k20_seed142,20,142,art-painting,20,20,True,579,2054,0.009737098344693282
fewnerd,supervised,fine,BIO,k20_seed142,20,142,art-writtenart,20,20,True,579,2054,0.009737098344693282
fewnerd,supervised,fine,BIO,k20_seed142,20,142,building-airport,23,20,True,579,2054,0.011197663096397274
fewnerd,supervised,fine,BIO,k20_seed142,20,142,building-hospital,23,20,True,579,2054,0.011197663096397274
fewnerd,supervised,fine,BIO,k20_seed142,20,142,building-hotel,23,20,True,579,2054,0.011197663096397274
fewnerd,supervised,fine,BIO,k20_seed142,20,142,building-library,24,20,True,579,2054,0.011684518013631937
fewnerd,supervised,fine,BIO,k20_seed142,20,142,building-other,37,20,True,579,2054,0.01801363193768257
fewnerd,supervised,fine,BIO,k20_seed142,20,142,building-restaurant,21,20,True,579,2054,0.010223953261927946
fewnerd,supervised,fine,BIO,k20_seed142,20,142,building-sportsfacility,22,20,True,579,2054,0.010710808179162609
fewnerd,supervised,fine,BIO,k20_seed142,20,142,building-theater,26,20,True,579,2054,0.012658227848101266
fewnerd,supervised,fine,BIO,k20_seed142,20,142,event-attack/battle/war/militaryconflict,20,20,True,579,2054,0.009737098344693282
fewnerd,supervised,fine,BIO,k20_seed142,20,142,event-disaster,21,20,True,579,2054,0.010223953261927946
fewnerd,supervised,fine,BIO,k20_seed142,20,142,event-election,22,20,True,579,2054,0.010710808179162609
fewnerd,supervised,fine,BIO,k20_seed142,20,142,event-other,20,20,True,579,2054,0.009737098344693282
fewnerd,supervised,fine,BIO,k20_seed142,20,142,event-protest,21,20,True,579,2054,0.010223953261927946
fewnerd,supervised,fine,BIO,k20_seed142,20,142,event-sportsevent,21,20,True,579,2054,0.010223953261927946
fewnerd,supervised,fine,BIO,k20_seed142,20,142,location-GPE,372,20,True,579,2054,0.18111002921129504
fewnerd,supervised,fine,BIO,k20_seed142,20,142,location-bodiesofwater,22,20,True,579,2054,0.010710808179162609
fewnerd,supervised,fine,BIO,k20_seed142,20,142,location-island,22,20,True,579,2054,0.010710808179162609
fewnerd,supervised,fine,BIO,k20_seed142,20,142,location-mountain,21,20,True,579,2054,0.010223953261927946
fewnerd,supervised,fine,BIO,k20_seed142,20,142,location-other,31,20,True,579,2054,0.015092502434274586
fewnerd,supervised,fine,BIO,k20_seed142,20,142,location-park,20,20,True,579,2054,0.009737098344693282
fewnerd,supervised,fine,BIO,k20_seed142,20,142,location-road/railway/highway/transit,30,20,True,579,2054,0.014605647517039922
fewnerd,supervised,fine,BIO,k20_seed142,20,142,organization-company,64,20,True,579,2054,0.0311587147030185
fewnerd,supervised,fine,BIO,k20_seed142,20,142,organization-education,35,20,True,579,2054,0.017039922103213243
fewnerd,supervised,fine,BIO,k20_seed142,20,142,organization-government/governmentagency,20,20,True,579,2054,0.009737098344693282
fewnerd,supervised,fine,BIO,k20_seed142,20,142,organization-media/newspaper,23,20,True,579,2054,0.011197663096397274
fewnerd,supervised,fine,BIO,k20_seed142,20,142,organization-other,47,20,True,579,2054,0.022882181110029213
fewnerd,supervised,fine,BIO,k20_seed142,20,142,organization-politicalparty,22,20,True,579,2054,0.010710808179162609
fewnerd,supervised,fine,BIO,k20_seed142,20,142,organization-religion,22,20,True,579,2054,0.010710808179162609
fewnerd,supervised,fine,BIO,k20_seed142,20,142,organization-showorganization,24,20,True,579,2054,0.011684518013631937
fewnerd,supervised,fine,BIO,k20_seed142,20,142,organization-sportsleague,21,20,True,579,2054,0.010223953261927946
fewnerd,supervised,fine,BIO,k20_seed142,20,142,organization-sportsteam,40,20,True,579,2054,0.019474196689386564
fewnerd,supervised,fine,BIO,k20_seed142,20,142,other-astronomything,22,20,True,579,2054,0.010710808179162609
fewnerd,supervised,fine,BIO,k20_seed142,20,142,other-award,21,20,True,579,2054,0.010223953261927946
fewnerd,supervised,fine,BIO,k20_seed142,20,142,other-biologything,20,20,True,579,2054,0.009737098344693282
fewnerd,supervised,fine,BIO,k20_seed142,20,142,other-chemicalthing,21,20,True,579,2054,0.010223953261927946
fewnerd,supervised,fine,BIO,k20_seed142,20,142,other-currency,25,20,True,579,2054,0.012171372930866602
fewnerd,supervised,fine,BIO,k20_seed142,20,142,other-disease,26,20,True,579,2054,0.012658227848101266
fewnerd,supervised,fine,BIO,k20_seed142,20,142,other-educationaldegree,23,20,True,579,2054,0.011197663096397274
fewnerd,supervised,fine,BIO,k20_seed142,20,142,other-god,26,20,True,579,2054,0.012658227848101266
fewnerd,supervised,fine,BIO,k20_seed142,20,142,other-language,23,20,True,579,2054,0.011197663096397274
fewnerd,supervised,fine,BIO,k20_seed142,20,142,other-law,23,20,True,579,2054,0.011197663096397274
fewnerd,supervised,fine,BIO,k20_seed142,20,142,other-livingthing,22,20,True,579,2054,0.010710808179162609
fewnerd,supervised,fine,BIO,k20_seed142,20,142,other-medical,25,20,True,579,2054,0.012171372930866602
fewnerd,supervised,fine,BIO,k20_seed142,20,142,person-actor,27,20,True,579,2054,0.01314508276533593
fewnerd,supervised,fine,BIO,k20_seed142,20,142,person-artist/author,60,20,True,579,2054,0.029211295034079845
fewnerd,supervised,fine,BIO,k20_seed142,20,142,person-athlete,20,20,True,579,2054,0.009737098344693282
fewnerd,supervised,fine,BIO,k20_seed142,20,142,person-director,23,20,True,579,2054,0.011197663096397274
fewnerd,supervised,fine,BIO,k20_seed142,20,142,person-other,102,20,True,579,2054,0.04965920155793573
fewnerd,supervised,fine,BIO,k20_seed142,20,142,person-politician,26,20,True,579,2054,0.012658227848101266
fewnerd,supervised,fine,BIO,k20_seed142,20,142,person-scholar,23,20,True,579,2054,0.011197663096397274
fewnerd,supervised,fine,BIO,k20_seed142,20,142,person-soldier,22,20,True,579,2054,0.010710808179162609
fewnerd,supervised,fine,BIO,k20_seed142,20,142,product-airplane,21,20,True,579,2054,0.010223953261927946
